seller_id,fraud_flag,risk_score,fraud_reason
S100975,True,87,Document Mismatch
S100976,False,72,Multiple Accounts
S100977,True,87,Multiple Accounts
S100978,False,55,Fake Address
S100979,False,23,None
S100980,False,1,None
S100981,False,18,Fake Address
S100982,False,9,None
S100983,False,83,None
S100984,False,53,None
S100985,False,8,Document Mismatch
S100986,True,97,None
S100987,False,73,None
S100988,False,5,Fake Address
S100989,False,21,None
S100990,False,36,Fake Address
S100991,False,52,Multiple Accounts
S100992,False,81,None
S100993,False,40,None
S100994,False,52,Document Mismatch
S100995,False,57,None
S100996,False,37,Document Mismatch
S100997,False,45,Fake Address
S100998,False,4,None
S100999,False,11,Document Mismatch
S101000,False,71,Fake Address
S101001,False,26,Multiple Accounts
S101002,True,94,Multiple Accounts
S101003,False,19,None
S101004,False,31,Multiple Accounts
S101005,False,16,None
S101006,False,69,None
S101007,False,79,Multiple Accounts
S101008,False,8,Multiple Accounts
S101009,False,4,None
S101010,False,8,Document Mismatch
S101011,False,66,Document Mismatch
S101012,False,43,Multiple Accounts
S101013,True,97,Fake Address
S101014,False,5,Document Mismatch
S101015,True,93,None
S101016,True,96,Fake Address
S101017,True,90,Multiple Accounts
S101018,False,64,Fake Address
S101019,True,89,Fake Address
S101020,False,79,Fake Address
S101021,False,29,None
S101022,False,63,Multiple Accounts
S101023,False,39,Document Mismatch
S101024,True,94,Multiple Accounts
S101025,False,42,Document Mismatch
S101026,False,12,Multiple Accounts
S101027,False,2,Multiple Accounts
S101028,False,24,Multiple Accounts
S101029,False,64,Multiple Accounts
S101030,False,32,Fake Address
S101031,False,48,Multiple Accounts
S101032,True,91,Multiple Accounts
S101033,False,63,None
S101034,False,28,Multiple Accounts
S101035,True,97,Document Mismatch
S101036,False,68,Document Mismatch
S101037,False,38,None
S101038,False,15,None
S101039,False,31,Fake Address
S101040,False,77,Multiple Accounts
S101041,True,90,Fake Address
S101042,False,84,Multiple Accounts
S101043,False,75,Fake Address
S101044,False,38,Multiple Accounts
S101045,False,58,Multiple Accounts
S101046,False,20,None
S101047,False,28,None
S101048,False,76,Document Mismatch
S101049,True,94,None
S101050,False,62,Fake Address
S101051,False,70,Document Mismatch
S101052,True,100,None
S101053,False,65,Multiple Accounts
S101054,False,15,Document Mismatch
S101055,False,81,Document Mismatch
S101056,False,9,Fake Address
S101057,True,99,Multiple Accounts
S101058,True,95,Document Mismatch
S101059,False,46,Multiple Accounts
S101060,False,37,Fake Address
S101061,False,23,Fake Address
S101062,False,28,Fake Address
S101063,False,71,Document Mismatch
S101064,False,7,None
S101065,False,46,Multiple Accounts
S101066,False,68,None
S101067,False,36,Multiple Accounts
S101068,False,79,Multiple Accounts
S101069,False,20,Multiple Accounts
S101070,False,3,Document Mismatch
S101071,True,97,Document Mismatch
S101072,False,45,Document Mismatch
S101073,False,55,Fake Address
S101074,False,50,Document Mismatch
S101075,True,86,Fake Address
S101076,False,13,Document Mismatch
S101077,False,12,Document Mismatch
S101078,False,37,None
S101079,True,99,None
S101080,False,53,Fake Address
S101081,True,100,None
S101082,False,33,Multiple Accounts
S101083,True,93,None
S101084,False,66,Multiple Accounts
S101085,False,41,Multiple Accounts
S101086,False,69,Fake Address
S101087,False,59,Fake Address
S101088,False,58,None
S101089,False,54,Document Mismatch
S101090,True,97,Multiple Accounts
S101091,False,69,None
S101092,False,41,None
S101093,False,39,None
S101094,False,55,Multiple Accounts
S101095,True,87,Document Mismatch
S101096,False,8,None
S101097,False,63,Document Mismatch
S101098,False,19,Multiple Accounts
S101099,False,74,None
S101100,False,28,None
S101101,False,2,None
S101102,False,85,Fake Address
S101103,False,30,None
S101104,False,51,Multiple Accounts
S101105,False,2,Document Mismatch
S101106,False,48,Multiple Accounts
S101107,False,84,Multiple Accounts
S101108,False,57,Fake Address
S101109,False,45,Multiple Accounts
S101110,True,100,Multiple Accounts
S101111,True,97,Document Mismatch
S101112,True,92,Document Mismatch
S101113,False,80,None
S101114,False,35,Multiple Accounts
S101115,True,92,Fake Address
S101116,False,76,None
S101117,False,59,Document Mismatch
S101118,False,51,Document Mismatch
S101119,False,11,Document Mismatch
S101120,False,67,Multiple Accounts
S101121,False,45,Multiple Accounts
S101122,False,16,None
S101123,False,44,Fake Address
S101124,False,46,None
S101125,True,86,Document Mismatch
S101126,False,25,Multiple Accounts
S101127,False,19,Multiple Accounts
S101128,False,69,Multiple Accounts
S101129,False,37,Fake Address
S101130,False,68,None
S101131,False,72,Fake Address
S101132,False,19,Document Mismatch
S101133,False,75,Document Mismatch
S101134,True,96,Document Mismatch
S101135,False,22,Document Mismatch
S101136,False,2,None
S101137,False,34,Multiple Accounts
S101138,False,32,Multiple Accounts
S101139,False,53,None
S101140,False,81,Multiple Accounts
S101141,False,11,Document Mismatch
S101142,False,23,Multiple Accounts
S101143,False,85,Fake Address
S101144,False,69,Multiple Accounts
S101145,True,98,Fake Address
S101146,False,49,Document Mismatch
S101147,False,35,None
S101148,True,99,Document Mismatch
S101149,False,78,Document Mismatch
S101150,False,1,Document Mismatch
S101151,True,89,Fake Address
S101152,False,31,Document Mismatch
S101153,False,9,None
S101154,True,89,None
S101155,False,12,None
S101156,False,49,Document Mismatch
S101157,False,20,Fake Address
S101158,True,87,Fake Address
S101159,False,53,Document Mismatch
S101160,False,69,None
S101161,False,67,Multiple Accounts
S101162,True,92,Document Mismatch
S101163,False,84,Document Mismatch
S101164,False,60,Multiple Accounts
S101165,True,87,Fake Address
S101166,False,68,Multiple Accounts
S101167,True,90,Multiple Accounts
S101168,True,100,Document Mismatch
S101169,False,48,Multiple Accounts
S101170,False,74,Fake Address
S101171,False,78,Multiple Accounts
S101172,True,88,Fake Address
S101173,False,16,None
S101174,False,66,None
S101175,False,69,Document Mismatch
S101176,True,89,Multiple Accounts
S101177,True,89,Document Mismatch
S101178,False,55,None
S101179,False,7,Fake Address
S101180,False,50,Document Mismatch
S101181,False,63,Fake Address
S101182,False,82,Document Mismatch
S101183,False,66,Document Mismatch
S101184,True,93,Multiple Accounts
S101185,False,78,None
S101186,True,86,Fake Address
S101187,False,1,Document Mismatch
S101188,False,24,Multiple Accounts
S101189,False,49,Document Mismatch
S101190,True,98,None
S101191,True,100,Document Mismatch
S101192,False,84,Multiple Accounts
S101193,True,96,Multiple Accounts
S101194,False,59,Multiple Accounts
S101195,False,59,Multiple Accounts
S101196,False,82,None
S101197,True,90,None
S101198,False,55,None
S101199,False,8,Multiple Accounts
S101200,True,93,Fake Address
S101201,False,59,Multiple Accounts
S101202,False,29,None
S101203,False,5,None
S101204,False,79,Document Mismatch
S101205,False,3,Fake Address
S101206,False,14,Document Mismatch
S101207,False,39,Document Mismatch
S101208,False,4,None
S101209,False,67,Document Mismatch
S101210,False,64,Multiple Accounts
S101211,True,96,Document Mismatch
S101212,False,30,Document Mismatch
S101213,False,34,None
S101214,False,26,Document Mismatch
S101215,False,8,None
S101216,False,83,Multiple Accounts
S101217,False,31,Document Mismatch
S101218,False,26,Fake Address
S101219,False,22,None
S101220,False,8,Multiple Accounts
S101221,True,95,None
S101222,False,61,Fake Address
S101223,False,68,Fake Address
S101224,False,35,Multiple Accounts
S101225,False,79,Document Mismatch
S101226,False,30,Document Mismatch
S101227,False,70,Multiple Accounts
S101228,False,65,Multiple Accounts
S101229,False,47,Multiple Accounts
S101230,False,5,Document Mismatch
S101231,False,70,None
S101232,False,72,None
S101233,False,71,Multiple Accounts
S101234,False,34,Multiple Accounts
S101235,False,1,Multiple Accounts
S101236,False,42,Multiple Accounts
S101237,False,52,Document Mismatch
S101238,False,14,Fake Address
S101239,False,22,None
S101240,False,49,Fake Address
S101241,False,45,None
S101242,True,91,None
S101243,False,34,Fake Address
S101244,True,87,Fake Address
S101245,False,3,Multiple Accounts
S101246,False,75,None
S101247,False,73,None
S101248,False,23,Fake Address
S101249,False,61,Multiple Accounts
S101250,False,1,None
S101251,False,40,None
S101252,False,67,Fake Address
S101253,False,43,None
S101254,False,11,None
S101255,False,31,None
S101256,False,2,Document Mismatch
S101257,False,79,Document Mismatch
S101258,False,59,None
S101259,False,51,Fake Address
S101260,False,53,Fake Address
S101261,False,17,Document Mismatch
S101262,False,78,None
S101263,False,54,Fake Address
S101264,False,34,Fake Address
S101265,False,24,Document Mismatch
S101266,False,33,None
S101267,False,14,Multiple Accounts
S101268,False,64,Fake Address
S101269,False,19,Fake Address
S101270,False,73,Multiple Accounts
S101271,False,79,Document Mismatch
S101272,False,22,None
S101273,False,60,None
S101274,False,79,None
S101275,True,95,Multiple Accounts
S101276,True,88,None
S101277,False,71,Document Mismatch
S101278,True,92,Fake Address
S101279,True,98,Fake Address
S101280,True,98,Fake Address
S101281,False,71,Fake Address
S101282,False,26,Document Mismatch
S101283,False,45,Document Mismatch
S101284,True,88,Document Mismatch
S101285,False,47,Multiple Accounts
S101286,False,31,Document Mismatch
S101287,False,69,Fake Address
S101288,False,67,None
S101289,False,8,Multiple Accounts
S101290,False,38,None
S101291,False,31,None
S101292,False,41,Multiple Accounts
S101293,False,72,None
S101294,False,10,None
S101295,True,87,Multiple Accounts
S101296,False,30,None
S101297,False,35,Document Mismatch
S101298,False,12,Fake Address
S101299,False,19,Multiple Accounts
S101300,False,73,Multiple Accounts
S101301,False,84,Fake Address
S101302,False,17,None
S101303,False,8,Fake Address
S101304,False,19,Fake Address
S101305,False,57,Fake Address
S101306,True,91,Document Mismatch
S101307,False,58,Multiple Accounts
S101308,False,52,Fake Address
S101309,False,46,Document Mismatch
S101310,False,37,Fake Address
S101311,True,100,Document Mismatch
S101312,True,94,Fake Address
S101313,False,1,Multiple Accounts
S101314,False,7,Multiple Accounts
S101315,False,76,Fake Address
S101316,False,81,None
S101317,False,64,Document Mismatch
S101318,False,11,Multiple Accounts
S101319,True,87,Document Mismatch
S101320,False,50,Fake Address
S101321,True,97,Fake Address
S101322,False,84,Document Mismatch
S101323,False,51,None
S101324,True,87,Multiple Accounts
S101325,False,6,Multiple Accounts
S101326,False,34,Document Mismatch
S101327,True,99,None
S101328,True,99,None
S101329,False,36,Fake Address
S101330,False,39,Multiple Accounts
S101331,False,54,Multiple Accounts
S101332,False,59,Document Mismatch
S101333,False,53,Multiple Accounts
S101334,False,80,Fake Address
S101335,False,52,None
S101336,False,66,Multiple Accounts
S101337,False,32,None
S101338,False,79,Document Mismatch
S101339,False,74,Multiple Accounts
S101340,False,35,None
S101341,False,69,Document Mismatch
S101342,False,65,Multiple Accounts
S101343,False,13,Fake Address
S101344,False,47,Fake Address
S101345,False,33,Document Mismatch
S101346,False,20,Multiple Accounts
S101347,False,74,Multiple Accounts
S101348,False,69,Multiple Accounts
S101349,False,76,Fake Address
S101350,False,74,Multiple Accounts
S101351,True,93,Fake Address
S101352,False,28,Multiple Accounts
S101353,False,72,Multiple Accounts
S101354,False,21,Multiple Accounts
S101355,False,82,Multiple Accounts
S101356,True,86,None
S101357,False,18,Document Mismatch
S101358,False,81,Multiple Accounts
S101359,False,68,Document Mismatch
S101360,False,69,Multiple Accounts
S101361,False,23,Multiple Accounts
S101362,False,1,Document Mismatch
S101363,False,1,Document Mismatch
S101364,False,80,None
S101365,False,41,Document Mismatch
S101366,True,94,Document Mismatch
S101367,True,93,None
S101368,False,41,Document Mismatch
S101369,True,92,Document Mismatch
S101370,True,99,Multiple Accounts
S101371,False,20,Fake Address
S101372,False,12,Multiple Accounts
S101373,False,81,Fake Address
S101374,False,72,Document Mismatch
S101375,False,32,Multiple Accounts
S101376,False,32,None
S101377,False,37,Document Mismatch
S101378,False,34,Multiple Accounts
S101379,False,67,Document Mismatch
S101380,False,83,Document Mismatch
S101381,False,15,Fake Address
S101382,False,78,Fake Address
S101383,False,43,None
S101384,False,13,Fake Address
S101385,False,12,None
S101386,False,14,Document Mismatch
S101387,False,61,Multiple Accounts
S101388,False,72,None
S101389,False,78,Document Mismatch
S101390,False,5,Document Mismatch
S101391,True,90,None
S101392,False,45,Multiple Accounts
S101393,False,83,Fake Address
S101394,False,28,Document Mismatch
S101395,True,92,None
S101396,False,8,None
S101397,False,27,Document Mismatch
S101398,True,90,None
S101399,False,18,None
S101400,False,53,None
S101401,False,43,Multiple Accounts
S101402,True,89,Fake Address
S101403,False,33,None
S101404,False,18,None
S101405,False,56,Document Mismatch
S101406,True,93,Fake Address
S101407,False,45,None
S101408,False,61,Multiple Accounts
S101409,False,19,Document Mismatch
S101410,False,82,Multiple Accounts
S101411,False,14,None
S101412,True,98,Multiple Accounts
S101413,False,50,None
S101414,True,97,Fake Address
S101415,False,12,Multiple Accounts
S101416,False,64,Fake Address
S101417,False,67,Fake Address
S101418,False,27,Document Mismatch
S101419,False,60,Document Mismatch
S101420,False,70,Document Mismatch
S101421,False,24,Document Mismatch
S101422,True,97,Multiple Accounts
S101423,False,18,Multiple Accounts
S101424,False,2,Document Mismatch
S101425,False,58,None
S101426,False,34,Multiple Accounts
S101427,False,81,Document Mismatch
S101428,False,69,Fake Address
S101429,False,69,Document Mismatch
S101430,False,65,Multiple Accounts
S101431,False,62,Document Mismatch
S101432,True,99,None
S101433,False,34,Fake Address
S101434,False,12,Multiple Accounts
S101435,False,38,Document Mismatch
S101436,False,75,None
S101437,False,58,None
S101438,False,49,Fake Address
S101439,False,13,Fake Address
S101440,False,33,Fake Address
S101441,True,87,Fake Address
S101442,False,18,Document Mismatch
S101443,False,8,None
S101444,False,19,Multiple Accounts
S101445,False,38,None
S101446,False,58,Document Mismatch
S101447,False,49,None
S101448,False,12,None
S101449,False,67,None
S101450,False,37,Multiple Accounts
S101451,False,65,Fake Address
S101452,False,70,Multiple Accounts
S101453,False,45,None
S101454,False,57,Multiple Accounts
S101455,False,46,None
S101456,False,41,None
S101457,False,72,Fake Address
S101458,False,35,Multiple Accounts
S101459,False,14,None
S101460,False,39,Multiple Accounts
S101461,True,91,None
S101462,False,3,Multiple Accounts
S101463,False,81,Document Mismatch
S101464,False,53,Document Mismatch
S101465,False,43,Document Mismatch
S101466,False,83,Document Mismatch
S101467,False,32,Fake Address
S101468,False,21,Fake Address
S101469,True,98,Fake Address
S101470,True,96,Multiple Accounts
S101471,False,27,None
S101472,False,18,None
S101473,False,52,None
S101474,False,38,Fake Address
S101475,False,62,Document Mismatch
S101476,False,43,Fake Address
S101477,True,97,Fake Address
S101478,True,86,Document Mismatch
S101479,False,1,Multiple Accounts
S101480,False,74,Multiple Accounts
S101481,False,29,None
S101482,False,28,Document Mismatch
