seller_id,seller_name,country,business_type,industry,registration_date,annual_revenue
S100339,Crosby-Ramirez,Australia,Individual,Books,2024-06-26,7163787.0
S100340,"Wood, Ramos and Sampson",Germany,Sole Proprietor,Beauty,2024-04-28,4632979.0
S100341,Garcia-Jennings,USA,Sole Proprietor,Electronics,2023-12-08,7262753.0
S100342,"Winters, Newman and Brown",India,LLP,Automotive,2025-10-21,8214342.0
S100343,Lopez-Martinez,Canada,LLP,Electronics,2023-03-28,6681419.0
S100344,Davis-Lewis,Canada,Individual,Electronics,2023-02-23,5106977.0
S100345,"Harper, Smith and Buchanan",USA,Private Limited,Home,2023-06-08,4906117.0
S100346,Zhang PLC,INDIA,Individual,Electronics,2024-10-15,7275192.0
S100347,Jones PLC,USA,Private Limited,Beauty,2024-12-26,3910617.0
S100348,Willis and Sons,Canada,Sole Proprietor,Home,2025-09-30,5991939.0
S100349,Schroeder-Kramer,India,Partnership,Home,2026-02-28,759714.0
S100350,"Smith, Garrison and Thomas",Germany,Individual,Beauty,2022-06-09,5302285.0
S100351,Fernandez and Sons,Canada,Partnership,Sports,2024-04-08,7057741.0
S100352,Guerrero Inc,india,Individual,Beauty,2022-02-12,
S100353,Smith and Sons,USA,Sole Proprietor,Beauty,2025-11-13,6120880.0
S100354,"Morris, Thompson and Williams",India,Partnership,Home,2022-08-05,4132173.0
S100355,"Fisher, Wilson and Brown",Germany,Sole Proprietor,Beauty,2024-12-09,1369479.0
S100356,Strickland-Palmer,Germany,LLP,Automotive,2023-11-27,3767362.0
S100357,Hayes and Sons,UK,Private Limited,Electronics,2024-11-11,1963049.0
S100358,"Williams, Logan and Camacho",Canada,Sole Proprietor,Fashion,2026-05-09,5911544.0
S100359,"Turner, Schneider and Johnson",UK,Private Limited,Fashion,2022-07-30,2506926.0
S100360,Boone-Simmons,UK,Private Limited,Fashion,2025-05-18,2614729.0
S100361,Henry Group,Singapore,Individual,Fashion,2026-05-02,8339908.0
S100362,Lam LLC,Germany,Sole Proprietor,Home,2025-04-01,7581380.0
S100363,"Hernandez, Martinez and Weber",Australia,Sole Proprietor,Automotive,2025-07-25,5472534.0
S100364,"Kelley, Nguyen and Vang",Singapore,LLP,Fashion,2024-06-19,1195653.0
S100365,"Phillips, Wagner and Jordan",india,Partnership,Automotive,2023-09-13,4658259.0
S100366,"Wilson, Pena and Rich",Canada,Individual,Books,2024-11-05,1294712.0
S100367,"Le, Lewis and Hayes",UK,Partnership,Beauty,2022-03-19,1004456.0
S100368,Gutierrez Group,UK,LLP,Electronics,2025-08-13,1564923.0
S100369,Perry-Davis,Canada,Sole Proprietor,Sports,2024-02-27,7813013.0
S100370,Edwards-Scott,Canada,Sole Proprietor,Home,2026-02-22,738246.0
S100371,Mcdaniel Group,Germany,Sole Proprietor,Automotive,2023-01-21,5444323.0
S100372,Davis Inc,Canada,Partnership,Sports,2022-11-05,1088068.0
S100373,Reynolds Ltd,Germany,Individual,Home,2023-12-05,1464808.0
S100374,"Watson, Anderson and Brown",Canada,Private Limited,Electronics,2023-05-23,7394365.0
S100375,"Hoffman, Santiago and Jenkins",Germany,Sole Proprietor,Sports,2025-06-02,2713319.0
S100376,"Pugh, Henderson and Moon",UK,LLP,Books,2024-03-04,6908012.0
S100377,Schmitt PLC,Singapore,LLP,Automotive,2025-05-09,928547.0
S100378,Bell-Lane,Singapore,LLP,Electronics,2023-11-07,1635546.0
S100379,Moore Group,Canada,Partnership,Books,2023-06-01,2572845.0
S100380,Boone LLC,UK,Individual,Sports,2025-09-21,2422774.0
S100381,"Richardson, Farmer and Andrews",UK,LLP,Automotive,2025-12-01,6625963.0
S100382,Bruce-Villegas,USA,Sole Proprietor,Automotive,2022-06-23,5243922.0
S100383,"Austin, Day and Johnson",Canada,Partnership,Automotive,2026-06-10,5560922.0
S100384,"Gallegos, Adams and White",Singapore,Private Limited,Automotive,2025-12-10,8881414.0
S100385,"Farmer, Dorsey and Bell",India,Partnership,Sports,2024-01-12,355857.0
S100386,Kane PLC,UK,LLP,Fashion,2023-03-15,5783317.0
S100387,"Morales, Thomas and Schultz",Singapore,Partnership,Fashion,2023-04-09,2357963.0
S100388,Davis PLC,USA,Individual,Books,2026-06-03,1746860.0
S100389,Bennett Group,Canada,Sole Proprietor,Home,2026-02-21,8883734.0
S100390,Moore-Collins,India,LLP,Home,2025-06-19,2248638.0
S100391,Frank-Bradley,Canada,Partnership,Fashion,2022-11-29,3084091.0
S100392,Ware and Sons,Singapore,Sole Proprietor,Home,2022-12-06,7392941.0
S100393,Webster Inc,India,Partnership,Books,2025-10-17,4035095.0
S100394,"Miller, Ramos and Coleman",Germany,Sole Proprietor,Books,2026-03-21,7581761.0
S100395,"Ramos, Nelson and Fischer",USA,Sole Proprietor,Fashion,2023-09-26,7918776.0
S100396,Reed Inc,Singapore,Private Limited,Books,2025-10-21,9620049.0
S100397,Gregory-Watkins,Germany,Partnership,Home,2023-08-01,6456756.0
S100398,"Estrada, Williams and Foster",Canada,Sole Proprietor,Beauty,2022-11-28,3400371.0
S100399,"Brown, Harris and Dougherty",Singapore,Sole Proprietor,Fashion,2023-05-28,925431.0
S100400,Duran LLC,Australia,Partnership,Home,2024-01-31,9353649.0
S100401,Wilson-Jimenez,India,Sole Proprietor,Home,2022-09-13,4832563.0
S100402,Thompson-James,India,Private Limited,Books,2024-07-09,8662629.0
S100403,"Hall, Hansen and Barnett",USA,Partnership,Electronics,2023-03-31,7618671.0
S100404,Jones-Hensley,UK,Individual,Beauty,2022-04-20,6701393.0
S100405,Graham Group,Canada,LLP,Fashion,2024-03-01,1419112.0
S100406,Atkins PLC,UK,Private Limited,Electronics,2023-10-15,1712338.0
S100407,Berry-Mckinney,Singapore,LLP,Home,2022-10-27,2358538.0
S100408,Roberts-Sullivan,India,LLP,Home,2024-08-25,2378554.0
S100409,Jackson-Meza,Singapore,Partnership,Beauty,2025-06-14,138100.0
S100410,Collier-Gillespie,India,Individual,Books,2023-03-18,2558522.0
S100411,Kim Inc,Canada,Sole Proprietor,Sports,2024-05-16,1915405.0
S100412,Graham Group,Singapore,LLP,Fashion,2023-09-09,2094276.0
S100413,"Miller, Harrell and Reese",India,Private Limited,Beauty,2025-08-01,7719093.0
S100414,Cook and Sons,India,Individual,Home,2024-10-20,9043490.0
S100415,Dixon Inc,India,Sole Proprietor,Sports,2023-05-11,2458819.0
S100416,"Hicks, Bullock and Bailey",UK,Partnership,Electronics,2025-06-13,5969270.0
S100417,"Mullen, Brewer and Hernandez",USA,Sole Proprietor,Beauty,2023-01-19,1486363.0
S100418,Thomas and Sons,Canada,LLP,Electronics,2024-12-13,9178180.0
S100419,Morrison Ltd,Canada,Sole Proprietor,Sports,2022-02-11,6600726.0
S100420,Thompson Ltd,Singapore,Partnership,Electronics,2025-07-25,6540791.0
S100421,Marshall-Elliott,UK,LLP,Automotive,2022-02-03,6041041.0
S100422,"Cole, Glass and Cunningham",Singapore,Individual,Books,2023-05-09,1789191.0
S100423,"Downs, Morris and Maddox",Singapore,Sole Proprietor,Automotive,2026-03-30,5628736.0
S100424,Hernandez-Jones,USA,Individual,Books,2025-01-23,5729880.0
S100425,Welch-Hogan,Singapore,Private Limited,Home,2026-05-15,7845078.0
S100426,"Brown, Romero and Collins",Australia,Partnership,Automotive,2023-01-09,2312450.0
S100427,Johnson-Wood,India,Partnership,Electronics,2023-08-24,3432135.0
S100428,Jones-Lin,India,Private Limited,Electronics,2023-10-09,5252210.0
S100429,Gilbert PLC,Canada,Partnership,Home,2025-01-17,7992330.0
S100430,Ford-Spencer,UK,Individual,Home,2025-08-17,3256183.0
S100431,"Huang, Cole and Pacheco",UK,LLP,Home,2026-05-19,852018.0
S100432,"Lopez, Jacobs and Mason",Singapore,LLP,Books,2022-09-12,6224337.0
S100433,Hayes LLC,Germany,Partnership,Automotive,2024-06-19,6536822.0
S100434,"Miller, Lucas and Williams",UK,Private Limited,Beauty,2025-11-18,8397057.0
S100435,"Kim, Gonzales and Mills",UK,Sole Proprietor,Books,2026-06-29,1435991.0
S100436,Cox LLC,Australia,Partnership,Electronics,2024-05-31,3077557.0
S100437,Ortiz-Morgan,Canada,LLP,Books,2022-07-30,1393333.0
S100438,"Williams, Mccoy and Cook",UK,LLP,Books,2024-07-02,7199041.0
S100439,Davis-Gregory,USA,Partnership,Books,2024-07-04,760601.0
S100440,King-York,Australia,LLP,Sports,2024-06-09,4656274.0
S100441,"Marks, Cook and Aguilar",Australia,Individual,Electronics,2025-10-06,6865076.0
S100442,Rangel LLC,UK,Sole Proprietor,Home,2026-03-16,2734131.0
S100443,"Hale, Myers and Larson",India,Private Limited,Home,2025-05-29,7401320.0
S100444,Collins Group,India,Private Limited,Electronics,2023-04-29,6195971.0
S100445,"Conner, Li and Santiago",UK,Partnership,Sports,2022-03-08,2624265.0
S100446,"Osborn, Gaines and Davis",Australia,Partnership,Books,2024-02-01,7498065.0
S100447,"Henderson, Cox and Cox",Singapore,Individual,Sports,2022-10-09,8932862.0
S100448,Bean LLC,UK,Partnership,Books,2025-08-23,4725638.0
S100449,Lee-Cooke,USA,Individual,Electronics,2026-02-15,3171368.0
S100450,Jones Inc,Germany,Sole Proprietor,Beauty,2025-02-24,2025701.0
S100451,"Wise, Conley and Stephenson",UK,LLP,Automotive,2024-07-02,3649894.0
S100452,Stanley PLC,Canada,LLP,Automotive,2024-10-02,3408435.0
S100453,Harper and Sons,India,Private Limited,Home,2022-06-01,7634017.0
S100454,White Ltd,USA,Partnership,Electronics,2026-07-18,5411793.0
S100455,"Lamb, Martin and Kim",Australia,LLP,Automotive,2022-05-13,9277420.0
S100456,Diaz-Ball,Canada,LLP,Books,2022-11-19,2970762.0
S100457,Bishop-Goodwin,Singapore,LLP,Sports,2023-04-05,2086124.0
S100458,Young-Allen,USA,Private Limited,Fashion,2026-06-07,8338312.0
S100459,Mckee-Lee,India,LLP,Sports,2025-03-18,6239302.0
S100460,"Valentine, Joyce and Murray",Germany,Sole Proprietor,Fashion,2025-06-07,1496455.0
S100461,Strickland-Shaw,India,LLP,Beauty,2026-01-08,8080667.0
S100462,Burch-Montoya,Canada,Partnership,Home,2024-04-18,9695230.0
S100463,"Taylor, Wright and Davidson",India,Private Limited,Books,2025-08-08,1294282.0
S100464,Spencer-Garcia,Germany,Partnership,Automotive,2024-11-25,5829998.0
S100465,"Rosales, Mitchell and Hines",USA,Sole Proprietor,Automotive,2025-04-18,3102834.0
S100466,Cole-Palmer,Singapore,Private Limited,Beauty,2024-10-26,979673.0
S100467,Davis-Lozano,Singapore,Individual,Sports,2022-11-10,5152363.0
S100468,Wilkerson-Arias,USA,Private Limited,Books,2025-12-23,3832763.0
S100469,Brown-Shaw,UK,Sole Proprietor,Books,2022-06-11,4254459.0
S100470,Hughes Inc,USA,Sole Proprietor,Books,2022-09-14,5130553.0
S100471,Walker-Flores,Canada,Sole Proprietor,Electronics,2024-10-26,2879240.0
S100472,Combs Ltd,Canada,Sole Proprietor,Fashion,2022-12-17,5714316.0
S100473,Moody-Taylor,Singapore,Sole Proprietor,Electronics,2022-02-28,1412693.0
S100474,Lowery-Kennedy,India,Sole Proprietor,Books,2025-08-26,3586777.0
S100475,Blake Group,Singapore,Sole Proprietor,Beauty,2025-06-19,558113.0
S100476,Gilbert-Bullock,Germany,Sole Proprietor,Books,2025-08-07,5118298.0
S100477,Scott and Sons,Germany,Private Limited,Home,2026-07-12,6863102.0
S100478,"Bentley, Lynch and Henderson",UK,Partnership,Electronics,2025-11-11,1055173.0
S100479,Young-Martinez,USA,Partnership,Beauty,2024-09-18,7842046.0
S100480,Barnes PLC,USA,LLP,Sports,2022-10-22,5294264.0
S100481,Brown-Copeland,Singapore,LLP,Automotive,2023-12-09,6739354.0
S100482,Carlson-Smith,USA,LLP,Sports,2025-02-24,1831470.0
S100483,"Andrews, Higgins and Carter",UK,Private Limited,Beauty,2022-09-08,4537430.0
S100484,Mendez and Sons,india,Private Limited,Fashion,2022-07-18,899015.0
S100485,"Butler, Beck and Miller",UK,Partnership,Home,2025-06-14,7065136.0
S100486,Jones-Fox,USA,Private Limited,Home,2023-11-02,9741980.0
S100487,"Hartman, Romero and Smith",Australia,LLP,Fashion,2026-04-12,2723322.0
S100488,Williams-Hughes,Germany,Sole Proprietor,Beauty,2024-10-18,5226450.0
S100489,King-Smith,Germany,Individual,Electronics,2024-03-16,8529950.0
S100490,Cooper Ltd,Germany,Private Limited,Fashion,2025-04-09,5970597.0
S100491,"Fuller, Ingram and Moss",India,Individual,Books,2024-10-10,7945137.0
S100492,Anderson-Bell,INDIA,Sole Proprietor,Electronics,2022-08-09,7279768.0
S100493,Li-Thompson,USA,LLP,Automotive,2024-01-20,6815480.0
S100494,"Marshall, Dominguez and Welch",UK,Individual,Beauty,2022-04-15,9617738.0
S100495,Brown Group,Canada,Private Limited,Books,2025-02-07,4891933.0
S100496,Carter Inc,India,Partnership,Sports,2024-07-11,9275071.0
S100497,Blackwell LLC,UK,Sole Proprietor,Automotive,2025-06-05,2043318.0
S100498,Robertson-Hays,USA,Individual,Beauty,2024-02-04,5738907.0
S100499,"Kennedy, Johnson and Lucas",Canada,LLP,Home,2022-10-23,3389637.0
S100500,Kelly-Norman,Canada,Sole Proprietor,Beauty,2024-10-21,725365.0
S100501,"Rivera, Martinez and Richardson",India,Individual,Fashion,2026-01-01,5637495.0
S100502,Paul-Kline,Singapore,Partnership,Sports,2024-07-24,2548809.0
S100503,Morgan-Lopez,Canada,Sole Proprietor,Fashion,2023-11-03,5394047.0
S100504,"Jimenez, Glass and Stone",USA,Partnership,Sports,2026-02-23,5070319.0
S100505,Acosta Inc,Canada,LLP,Sports,2024-11-09,8981180.0
S100506,Morrison-Short,Germany,Sole Proprietor,Books,2024-08-30,329121.0
S100507,"Carter, Garcia and Murphy",UK,LLP,Automotive,2022-08-13,7038386.0
S100508,Parker-Morrison,Canada,LLP,Home,2026-01-25,497065.0
S100509,Jackson-Wallace,Canada,Partnership,Books,2025-09-04,9755188.0
S100510,Williams-Berg,Canada,Private Limited,Automotive,2022-04-16,9839896.0
S100511,Mendez-Graham,Germany,Private Limited,Sports,2025-07-12,6428535.0
S100512,"Whitney, Gould and Jones",USA,Private Limited,Electronics,2025-03-18,1893740.0
S100513,"Sullivan, Palmer and Brady",USA,Individual,Beauty,2023-10-05,7075967.0
S100514,Cisneros and Sons,USA,Partnership,Automotive,2023-02-22,6934990.0
S100515,"Gregory, Kim and Martinez",Canada,Sole Proprietor,Beauty,2026-02-15,1094906.0
S100516,Osborne LLC,Australia,Private Limited,Sports,2023-03-01,9460118.0
S100517,Reyes-Bradley,UK,Partnership,Sports,2024-02-11,5313895.0
S100518,"Hernandez, Cole and Watson",USA,Partnership,Sports,2023-12-03,9214943.0
S100519,Hines-Berry,UK,LLP,Sports,2024-09-18,3275657.0
S100520,"Richardson, Edwards and Ramirez",USA,LLP,Sports,2023-09-04,3822642.0
S100521,Johnson and Sons,UK,LLP,Automotive,2023-03-01,8254110.0
S100522,Holmes-Mcintyre,UK,Partnership,Books,2025-02-21,4637856.0
S100523,Green LLC,UK,Individual,Sports,2025-10-17,9163230.0
S100524,"Griffin, Davies and Mitchell",Germany,Partnership,Home,2023-12-08,2507461.0
S100525,Gonzalez-Taylor,UK,Individual,Books,2026-01-02,1375893.0
S100526,Hayes Ltd,india,Partnership,Automotive,2023-06-10,8087616.0
S100527,Osborn-Cochran,USA,Private Limited,Home,2025-01-08,4598852.0
S100528,Contreras-Mckinney,Canada,LLP,Fashion,2022-08-12,9895382.0
S100529,"Daniels, Vance and York",USA,Private Limited,Electronics,2025-10-03,8959397.0
S100530,"Mckinney, Graves and Thompson",USA,Private Limited,Electronics,2022-07-25,6984046.0
S100531,Hicks-Martinez,UK,Partnership,Electronics,2025-10-27,2356314.0
S100532,Conner and Sons,India,Sole Proprietor,Fashion,2024-04-13,8030915.0
S100533,Johnson-Spencer,Germany,Private Limited,Home,2023-08-12,5438299.0
S100534,Mcdonald-Bird,UK,Individual,Home,2022-07-03,9682359.0
S100535,Salazar Inc,USA,Sole Proprietor,Automotive,2026-01-20,675760.0
S100536,Parker Ltd,USA,Partnership,Home,2022-12-27,659681.0
S100537,"Mendoza, Jenkins and Ortiz",Singapore,Partnership,Home,2024-10-11,3175790.0
S100538,"Jones, Compton and Day",INDIA,LLP,Electronics,2022-01-19,5056190.0
S100539,Owens-Holmes,Canada,Sole Proprietor,Electronics,2023-11-18,4824152.0
S100540,Humphrey PLC,Germany,Sole Proprietor,Sports,2024-10-08,2301501.0
S100541,"Matthews, Saunders and Anderson",Singapore,Sole Proprietor,Beauty,2023-07-13,3284838.0
S100542,"Bartlett, Brown and Martinez",Singapore,Individual,Books,2022-11-29,7749307.0
S100543,Torres and Sons,Australia,LLP,Automotive,2023-01-17,286293.0
S100544,Donovan-Perez,Australia,LLP,Home,2023-08-28,9575788.0
S100545,"Jacobson, Singleton and King",Australia,Private Limited,Fashion,2025-06-05,6852999.0
S100546,"Huber, Hill and Weber",Singapore,Partnership,Sports,2023-11-03,1505218.0
S100547,"Ferguson, Shaw and Jackson",Germany,Individual,Fashion,2022-10-15,8060350.0
S100548,"Moore, Hopkins and Le",UK,Private Limited,Electronics,2023-06-19,6485310.0
S100549,"Morgan, Bradshaw and Williams",USA,Partnership,Home,2023-07-01,5580194.0
S100550,Miller Ltd,UK,Sole Proprietor,Automotive,2025-03-19,241859.0
S100551,"Baker, Clark and Armstrong",IN,LLP,Automotive,2023-04-29,1092273.0
S100552,"Fowler, Jimenez and Burton",Australia,Individual,Beauty,2023-09-21,2729603.0
S100553,May-Turner,Germany,Sole Proprietor,Automotive,2026-04-26,5267344.0
S100554,Ballard Ltd,Australia,Individual,Automotive,2023-08-28,6216363.0
S100555,Evans-Jones,Canada,Private Limited,Fashion,2022-10-01,8072561.0
S100556,Moore Group,USA,Partnership,Automotive,2025-05-25,6318384.0
S100557,Marshall-Peterson,Germany,Sole Proprietor,Beauty,2026-04-01,9068050.0
S100558,Edwards Ltd,Singapore,Private Limited,Home,2023-05-22,1423555.0
S100559,Gross-Valencia,Canada,Partnership,Sports,2025-12-12,6119742.0
S100560,Anderson-Wood,India,Sole Proprietor,Electronics,2022-05-07,9238029.0
S100561,"Rodriguez, Allen and Martinez",Canada,Private Limited,Sports,2025-01-04,2564105.0
S100562,Wright-Davis,USA,LLP,Home,2024-12-01,7462854.0
S100563,Dougherty-Lin,India,Private Limited,Automotive,2025-04-09,8251172.0
S100564,Wright-Grimes,India,Sole Proprietor,Beauty,2026-07-15,983413.0
S100565,Li PLC,Germany,Private Limited,Sports,2024-04-30,7713806.0
S100566,"Edwards, Hines and Jimenez",Canada,Individual,Sports,2024-08-04,5220227.0
S100567,"Owens, Koch and Jimenez",Australia,Individual,Beauty,2023-06-06,100591.0
S100568,Landry PLC,Australia,Private Limited,Sports,2022-05-30,809836.0
S100569,Levy-Lewis,Germany,LLP,Automotive,2022-05-11,9129216.0
S100570,Williams-Campbell,India,Individual,Beauty,2022-03-06,4866582.0
S100571,"Khan, Pena and Ruiz",Germany,Private Limited,Home,2022-10-05,7102503.0
S100572,"Smith, Rodriguez and Anderson",UK,Partnership,Beauty,2024-02-13,6352286.0
S100573,Luna-Gallagher,India,Sole Proprietor,Fashion,2025-08-31,5884610.0
S100574,Williams-Williams,India,Private Limited,Sports,2024-03-15,8922505.0
S100575,"Lee, Tran and Jones",USA,Private Limited,Home,2022-01-08,431435.0
S100576,"Cole, Pierce and Bryan",UK,Partnership,Automotive,2026-01-12,9184277.0
S100577,"Becker, Wilson and Hester",Germany,Sole Proprietor,Beauty,2023-04-16,4202562.0
S100578,Brooks-Hatfield,Germany,LLP,Fashion,2023-07-19,3212177.0
S100579,"Mcmillan, Fischer and Gonzalez",Australia,Individual,Electronics,2026-07-16,7083690.0
S100580,"Morales, Williams and Williams",Canada,Individual,Fashion,2023-02-27,1178954.0
S100581,"Cook, Wells and Bryant",India,Sole Proprietor,Electronics,2024-07-03,866653.0
S100582,"Barry, Taylor and Velazquez",USA,Individual,Beauty,2024-06-17,3981560.0
S100583,Martin-Ewing,Canada,Private Limited,Home,2026-05-09,996973.0
S100584,"Kirby, Wheeler and Romero",USA,Sole Proprietor,Books,2023-04-25,9715527.0
S100585,"Patel, Erickson and Evans",UK,Sole Proprietor,Sports,2026-05-02,5429867.0
S100586,Richardson Ltd,USA,LLP,Fashion,2025-09-14,8795141.0
S100587,Whitney PLC,USA,Partnership,Books,2023-07-18,1072699.0
S100588,Robles-Swanson,Canada,Sole Proprietor,Automotive,2022-12-25,7217236.0
S100589,"Soto, Carlson and Baker",Canada,Partnership,Electronics,2023-12-07,6444713.0
S100590,"Patton, Parsons and Lane",Singapore,Sole Proprietor,Books,2025-11-27,7034768.0
S100591,"Williams, Castillo and Warren",Germany,Private Limited,Books,2024-02-10,3134977.0
S100592,"Harvey, Randall and Hernandez",Singapore,Sole Proprietor,Beauty,2023-05-09,3830654.0
S100593,"Allen, Armstrong and Graves",UK,Private Limited,Home,2024-08-06,1016769.0
S100594,Smith LLC,Canada,Partnership,Beauty,2025-02-15,8941787.0
S100595,Hernandez-Vaughn,USA,Partnership,Fashion,2023-06-07,3461424.0
S100596,Shaw-Carr,UK,Individual,Beauty,2024-01-30,1601288.0
S100597,Salas-Fitzgerald,Canada,Private Limited,Electronics,2023-07-04,6377828.0
S100598,Thornton PLC,Australia,Sole Proprietor,Sports,2022-03-22,1271118.0
S100599,Hoffman Ltd,USA,Sole Proprietor,Automotive,2025-10-07,9425955.0
S100600,Fox-Edwards,USA,Partnership,Fashion,2023-11-13,5136650.0
S100601,Stevens PLC,India,Private Limited,Fashion,2026-02-27,2018239.0
S100602,Payne-Lowe,Australia,Partnership,Fashion,2025-11-25,3481161.0
S100603,"Becker, Lara and Baker",Germany,Private Limited,Sports,2023-10-21,4798945.0
S100604,Lee-Wright,Germany,Partnership,Sports,2025-08-21,6077375.0
S100605,"Evans, David and Hendrix",UK,LLP,Books,2024-11-16,8392928.0
S100606,Bush-Vaughn,Germany,Individual,Home,2026-01-19,7926742.0
S100607,Stewart-Bailey,Singapore,LLP,Fashion,2024-01-30,5299960.0
