seller_id,orders,sales,returns,refunds
S101000,5,8040,1,1997
S101001,390,863850,13,4368
S101002,18,17766,3,2991
S101003,377,915356,71,109269
S101004,274,573756,34,43724
S101005,345,840075,69,37605
S101006,493,440249,55,48125
S101007,317,191151,16,14800
S101008,407,484737,65,95160
S101009,223,435519,21,14553
S101010,329,663264,60,67140
S101011,110,66330,14,8904
S101012,365,822345,16,20048
S101013,387,717885,58,92800
S101014,110,91960,17,11288
S101015,345,289110,25,11300
S101016,404,532068,31,44733
S101017,194,124936,28,40992
S101018,80,191840,9,10143
S101019,376,362464,20,12720
S101020,69,120060,4,3668
S101021,192,270720,25,41125
S101022,100,95600,12,13704
S101023,289,236980,38,48906
S101024,198,397980,12,8412
S101025,1,1145,1,488
S101026,160,233440,17,25602
S101027,221,503217,44,66132
S101028,131,219425,14,7252
S101029,456,932976,63,66843
S101030,382,758652,73,121180
S101031,146,363540,11,17677
S101032,218,360572,41,59368
S101033,127,60833,19,36499
S101034,259,637658,38,69920
S101035,27,19791,2,1906
S101036,26,50804,5,4505
S101037,30,36720,1,1652
S101038,369,683388,49,83104
S101039,83,178533,9,15201
S101040,329,195426,45,78255
S101041,460,824320,40,19400
S101042,153,290853,14,8162
S101043,327,343350,12,12900
S101044,17,29393,3,1179
S101045,166,161186,24,29184
S101046,40,84200,7,8666
S101047,282,194298,38,50046
S101048,199,450735,14,7686
S101049,155,120745,9,7578
S101050,404,970812,75,79725
S101051,454,973376,5,4820
S101052,343,162239,19,7486
S101053,202,358954,4,3780
S101054,231,224301,1,668
S101055,128,110464,23,36202
S101056,394,201334,44,32516
S101057,193,196281,27,19305
S101058,303,603576,15,21630
S101059,166,358892,2,2084
S101060,330,417450,48,29520
S101061,176,368368,25,26425
S101062,144,119664,18,7398
S101063,55,46310,7,2800
S101064,402,939876,68,37876
S101065,344,285176,13,16601
S101066,215,326585,15,24855
S101067,383,833408,4,4444
S101068,239,445018,8,6720
S101069,237,445560,1,1284
S101070,404,277548,22,34386
S101071,228,247152,22,31086
S101072,377,885950,13,10348
S101073,69,76728,12,16224
S101074,242,447216,16,9728
S101075,333,169164,2,2118
S101076,202,468438,19,8360
S101077,433,426072,82,119064
S101078,153,190791,1,970
S101079,19,29260,2,2812
S101080,104,69368,15,10335
S101081,445,258990,2,2892
S101082,201,346926,30,42540
S101083,237,572355,3,2616
S101084,49,83006,7,5726
S101085,484,456412,79,116841
S101086,135,167400,4,1820
S101087,183,388692,26,41886
S101088,274,273452,36,24264
S101089,384,913920,27,10908
S101090,322,765716,31,56017
S101091,430,593830,57,20748
S101092,247,311467,18,26010
S101093,165,348480,30,29370
S101094,274,454566,41,59860
S101095,304,125856,40,16600
S101096,363,855228,32,48320
S101097,302,392298,28,28196
S101098,229,237702,31,12927
S101099,364,899444,47,49538
S101100,97,68870,12,13284
S101101,405,739125,7,6272
S101102,462,618156,38,32414
S101103,276,438840,25,29800
S101104,372,317316,13,15743
S101105,412,942656,11,12474
S101106,77,105413,1,675
S101107,400,620400,65,40105
S101108,463,1137128,11,8063
S101109,352,404096,5,2810
S101110,366,886452,18,32148
S101111,435,810405,61,60268
S101112,84,95928,13,8606
S101113,160,271520,18,24966
S101114,114,100776,10,19050
S101115,494,547846,91,53326
S101116,291,372480,2,1050
S101117,49,117649,9,9756
S101118,274,515668,6,5472
S101119,178,114988,35,36085
S101120,135,96930,4,7880
S101121,148,320124,13,18811
S101122,458,282586,88,36872
S101123,55,98450,6,4704
S101124,59,88205,3,3735
S101125,236,112100,42,21420
S101126,157,201745,10,17820
S101127,7,11480,1,1126
S101128,103,175615,17,16694
S101129,65,50180,12,5796
S101130,463,283819,15,19680
S101131,435,473280,7,8680
S101132,245,136465,22,28622
S101133,244,244976,39,49179
S101134,191,226144,14,10360
S101135,409,718204,53,55491
S101136,231,276969,9,13536
S101137,156,311532,1,548
S101138,76,190000,8,8000
S101139,94,187624,18,28782
S101140,118,156586,16,24896
S101141,134,327228,23,15364
S101142,490,1052030,75,136950
S101143,245,147490,30,59700
S101144,364,416416,58,91408
S101145,5,11935,0,0
S101146,335,391280,10,17630
S101147,192,451776,22,9284
S101148,229,306173,44,59488
S101149,269,568128,47,47282
S101150,467,851808,71,109553
S101151,318,276342,26,25246
S101152,153,310590,22,24772
S101153,329,594832,18,10512
S101154,266,607278,21,15918
S101155,367,518938,51,73899
S101156,284,606908,3,1308
S101157,24,25680,2,2230
S101158,345,373635,56,96096
S101159,216,478872,5,4400
S101160,222,447552,40,28080
S101161,499,465068,59,73573
S101162,172,259720,1,972
S101163,188,351184,2,3888
S101164,278,331654,48,40128
S101165,473,722744,0,0
S101166,202,185840,35,53340
S101167,317,548727,41,35998
S101168,159,232776,30,43740
S101169,425,388025,68,121244
S101170,306,725832,0,0
S101171,85,174505,16,23376
S101172,475,432250,18,29790
S101173,46,37260,8,7592
S101174,286,504790,14,27636
S101175,105,112140,19,20083
S101176,224,444192,22,43846
S101177,9,16317,0,0
S101178,460,925060,27,11421
S101179,436,183992,6,2232
S101180,18,24750,0,0
S101181,394,887682,34,17850
S101182,89,193575,1,318
S101183,418,320188,6,4542
S101184,37,35816,0,0
S101185,341,334862,38,74252
S101186,334,518368,57,46797
S101187,195,206895,11,12430
S101188,401,795584,36,13392
S101189,255,504645,15,21240
S101190,199,261287,5,6730
S101191,204,271524,16,15776
S101192,367,693997,40,75000
S101193,155,361305,0,0
S101194,459,249237,80,104960
S101195,256,158720,23,21528
S101196,2,4420,0,0
S101197,302,722988,36,11412
S101198,55,40150,7,12306
S101199,218,215384,5,4935
S101200,489,1200495,65,81900
S101201,119,88060,8,7648
S101202,344,194360,29,52722
S101203,127,107569,11,6325
S101204,107,202444,5,8465
S101205,364,628264,25,46350
S101206,92,92552,1,1434
S101207,322,249228,23,39054
S101208,254,425958,38,57684
S101209,123,88683,19,7714
S101210,485,207580,94,176908
S101211,420,334320,11,6237
S101212,262,393262,48,19680
S101213,398,319594,63,36981
S101214,438,573780,33,57420
S101215,133,267330,23,30383
S101216,249,472104,10,18650
S101217,203,116928,34,21080
S101218,454,931608,65,30810
S101219,414,704214,33,20163
S101220,121,137456,18,8334
S101221,302,636012,38,50958
S101222,280,160160,44,38412
S101223,295,203845,38,54074
S101224,332,223768,61,121268
S101225,1,470,0,0
S101226,309,267903,59,87084
S101227,369,850914,57,18069
S101228,399,895755,38,69654
S101229,138,181746,20,33340
S101230,497,726614,60,95100
S101231,376,930976,18,8586
S101232,419,967890,27,38826
S101233,405,353160,36,37548
S101234,187,82093,22,25102
S101235,328,547432,20,6660
S101236,68,105060,4,4652
S101237,155,159960,21,31269
S101238,422,807708,18,31374
S101239,174,187398,11,20614
S101240,146,140014,22,8932
S101241,402,179292,37,22681
S101242,339,618675,37,28749
S101243,90,69120,6,10662
S101244,464,1094576,71,26696
S101245,245,593880,8,4944
S101246,140,199640,3,2616
S101247,389,790837,28,19180
S101248,93,213900,16,22944
S101249,436,679724,41,79171
S101250,319,413743,3,2907
S101251,4,8756,1,1066
S101252,271,459345,9,9117
S101253,250,271250,17,32402
S101254,304,314944,49,51989
S101255,289,712096,30,34650
S101256,135,64800,24,9312
S101257,386,778176,73,85483
S101258,131,286497,19,6650
S101259,58,120292,4,3460
S101260,340,326400,30,53280
S101261,231,101409,5,9380
S101262,461,732990,8,7928
S101263,444,842268,8,14432
S101264,22,40128,0,0
S101265,249,434505,30,40620
S101266,428,832460,10,16280
S101267,78,107094,11,17809
S101268,350,857500,57,61275
S101269,195,204945,25,38850
S101270,25,18725,0,0
S101271,460,996360,30,56070
S101272,84,113820,12,22560
S101273,394,413306,47,32195
S101274,224,487872,13,4875
S101275,448,1008896,7,3815
S101276,322,406686,15,25215
S101277,386,774316,71,101743
S101278,489,1088514,67,27001
S101279,454,636962,31,51336
S101280,367,348283,29,14558
S101281,217,358484,36,35568
S101282,273,558012,16,30336
S101283,293,210374,52,68120
S101284,18,30924,0,0
S101285,451,282326,61,117303
S101286,48,76368,6,2298
S101287,57,31236,9,14013
S101288,177,414003,10,8470
S101289,151,99358,24,11496
S101290,321,232725,31,45632
S101291,247,333697,0,0
S101292,108,77328,1,1056
S101293,437,348289,73,79497
S101294,388,288284,39,70395
S101295,446,962468,74,127206
S101296,443,383638,1,1210
S101297,470,925430,33,25905
S101298,414,416070,51,36873
S101299,53,82733,2,1670
S101300,112,110208,20,12080
S101301,131,200561,5,7375
S101302,476,843948,13,13871
S101303,123,198891,3,1155
S101304,399,448077,39,14079
S101305,307,727590,20,13520
S101306,369,744273,3,5136
S101307,203,422849,23,39445
S101308,137,175908,3,1509
S101309,114,46512,19,21641
S101310,472,650416,56,71792
S101311,150,98250,24,39960
S101312,320,235520,33,21549
S101313,487,515246,65,67145
S101314,66,73392,0,0
S101315,402,491244,29,50721
S101316,4,1692,1,655
S101317,118,75992,10,3610
S101318,467,701901,56,78960
S101319,71,164933,7,4907
S101320,157,284798,29,50431
S101321,488,596336,93,148614
S101322,145,309720,21,19887
S101323,74,160728,7,12726
S101324,334,560786,66,52536
S101325,468,835380,92,165968
S101326,46,41906,7,8435
S101327,474,668814,59,69738
S101328,207,94599,27,17253
S101329,188,232932,29,37874
S101330,81,127332,10,12200
S101331,417,647184,33,17820
S101332,426,780432,26,40482
S101333,192,388224,2,2758
S101334,399,829122,5,9530
S101335,156,388596,16,4960
S101336,326,232112,46,22080
S101337,443,710129,74,86654
S101338,463,1057029,24,26520
S101339,278,448692,20,21640
S101340,44,29172,3,2652
S101341,317,383253,11,19591
S101342,195,454155,23,22149
S101343,357,187068,26,48698
S101344,337,282406,0,0
S101345,102,117096,19,19836
S101346,193,228512,29,45356
S101347,478,1116608,29,53070
S101348,384,781056,62,85870
S101349,291,140262,6,8994
S101350,479,996799,20,13060
S101351,104,82056,8,4520
S101352,500,410500,12,19872
S101353,430,484610,42,33390
S101354,138,60996,8,6672
S101355,138,221076,0,0
S101356,453,421743,11,4939
S101357,435,393675,22,20988
S101358,300,584700,57,108471
S101359,203,457156,36,68112
S101360,361,666045,52,26000
S101361,63,79758,9,6219
S101362,365,670870,30,11670
S101363,36,46332,6,4458
S101364,109,192494,18,23346
S101365,480,907200,60,76260
S101366,257,611660,50,84900
S101367,252,499464,6,3864
S101368,224,474208,23,12213
S101369,479,695029,88,133672
S101370,81,135594,3,942
S101371,30,62340,4,1488
S101372,9,13626,0,0
S101373,498,337146,80,63440
S101374,211,435926,9,3348
S101375,209,413820,27,12906
S101376,3,3276,0,0
S101377,47,105609,4,4196
S101378,58,143144,10,13870
S101379,416,584064,33,40062
S101380,234,305604,4,1672
S101381,54,39042,0,0
S101382,26,10686,1,312
S101383,383,675995,74,93906
S101384,114,270864,1,1096
S101385,58,64902,4,3880
S101386,188,346672,7,10402
S101387,187,123794,14,26740
S101388,471,433791,20,32440
S101389,68,144568,6,5892
S101390,21,10626,0,0
S101391,324,200556,45,51975
S101392,291,467928,38,67754
S101393,374,206074,35,33845
S101394,226,344424,31,16802
S101395,132,166320,11,4939
S101396,89,40406,1,870
S101397,440,796400,15,14190
S101398,260,291720,47,66740
S101399,158,206348,25,24375
S101400,222,549450,23,40848
S101401,280,557480,39,50232
S101402,420,609420,33,62304
S101403,117,60840,4,4896
S101404,262,208814,4,4960
S101405,371,616231,42,50148
S101406,55,96800,1,637
S101407,11,21219,1,376
S101408,137,339760,6,11334
S101409,159,291447,29,33930
S101410,477,448380,43,39818
S101411,34,44710,6,10506
S101412,446,487032,9,7929
S101413,349,751397,4,5112
S101414,243,172773,35,63070
S101415,145,178640,19,32566
S101416,115,219535,20,24040
S101417,375,547500,56,63728
S101418,443,810247,0,0
S101419,152,371944,12,15780
S101420,135,201420,20,19780
S101421,109,80115,7,13566
S101422,256,539648,30,40950
S101423,64,77824,6,3984
S101424,472,1145072,82,118900
S101425,139,139556,20,14300
S101426,420,986160,84,76104
S101427,20,33640,0,0
S101428,361,250173,56,58296
S101429,246,332838,10,5990
S101430,283,336770,27,14175
S101431,101,85648,9,6057
S101432,8,4952,0,0
S101433,247,344565,43,37926
S101434,369,155349,25,28400
S101435,92,218960,10,10980
S101436,79,143385,4,2248
S101437,373,598665,16,24368
S101438,113,112209,13,16120
S101439,132,231396,25,15300
S101440,434,264306,66,37752
S101441,216,108864,30,30360
S101442,304,253232,28,51968
S101443,334,431862,9,16821
S101444,50,109450,0,0
S101445,364,335608,36,64008
S101446,7,8232,1,411
S101447,100,211900,0,0
S101448,72,167472,8,4216
S101449,179,397201,22,38016
S101450,268,411112,37,53650
S101451,243,452466,45,46170
S101452,404,425412,66,29106
S101453,409,238447,74,54020
S101454,55,72820,8,11848
S101455,205,272035,23,24403
S101456,95,127680,2,1532
S101457,123,216357,16,28416
S101458,214,239680,25,33450
S101459,421,765799,2,1558
S101460,429,747318,80,149440
S101461,4,6204,1,1952
S101462,455,891800,83,33200
S101463,54,32130,1,1131
S101464,338,419458,18,28350
S101465,29,11716,0,0
S101466,348,373752,13,20254
S101467,300,387600,58,87928
S101468,198,111276,31,21576
S101469,97,83614,5,5265
S101470,214,429070,4,3364
S101471,452,462396,5,5430
S101472,64,55040,4,7496
S101473,18,18576,2,2960
S101474,303,430563,54,88236
S101475,149,136335,3,3942
S101476,423,365895,84,45612
S101477,164,150388,9,6327
S101478,63,72513,8,13064
S101479,423,677646,11,21307
S101480,492,933324,81,159732
S101481,431,496081,58,74298
S101482,192,357312,22,43076
S101483,291,332322,23,18584
S101484,387,400158,34,21624
S101485,162,242190,28,28868
S101486,292,503408,30,32880
S101487,88,143352,5,7585
S101488,393,835125,13,17784
S101489,471,1070112,41,26281
S101490,265,301040,33,18216
S101491,227,127801,10,11740
S101492,67,100500,5,7060
S101493,183,169275,9,8127
S101494,421,558667,10,11850
S101495,447,999045,16,6496
S101496,281,376821,46,66010
S101497,264,429000,44,72380
S101498,496,1070368,11,18282
S101499,10,20710,0,0
S101500,208,356096,38,17556
S101501,306,475218,0,0
S101502,381,800862,55,86845
S101503,428,621884,17,16456
S101504,456,241224,47,46295
S101505,194,198462,37,45066
S101506,494,879320,47,70688
S101507,116,142680,17,13957
S101508,59,128797,2,1064
S101509,469,1168748,44,79596
S101510,351,312039,43,45709
S101511,322,378028,36,67140
S101512,221,496808,22,43846
S101513,341,469557,66,59400
S101514,237,306915,24,23952
S101515,291,320391,31,55986
S101516,220,476300,4,2204
S101517,469,574525,13,23036
S101518,245,485345,48,26304
S101519,428,748572,80,137600
S101520,256,540160,23,41561
S101521,356,145604,34,59466
S101522,476,1174292,60,25020
S101523,464,1034720,20,27420
S101524,327,512736,5,2745
S101525,6,13128,1,1794
S101526,360,721800,35,55580
S101527,341,626417,35,12880
S101528,183,392169,2,1272
S101529,439,280082,85,36465
S101530,268,592548,13,7969
S101531,457,806148,50,48450
S101532,452,296060,81,144261
S101533,311,194997,22,41514
S101534,418,572242,65,21515
S101535,178,233002,17,19703
S101536,169,87204,12,7320
S101537,149,74053,27,19521
S101538,13,30472,0,0
S101539,115,66355,17,22525
S101540,411,733224,82,70520
S101541,382,442738,29,46429
S101542,158,202240,30,48390
S101543,396,827640,30,39810
S101544,301,525245,40,46200
S101545,25,60225,5,8825
S101546,96,194592,10,8980
S101547,477,1145277,56,45528
S101548,211,135673,5,8310
S101549,43,22962,8,6776
S101550,448,525504,79,138092
S101551,476,294168,10,11650
S101552,392,555072,45,61245
S101553,254,468122,6,4944
S101554,202,97364,3,1758
S101555,161,197869,1,325
S101556,318,597522,36,13716
S101557,123,183762,9,14112
S101558,295,200305,46,67482
S101559,186,270444,0,0
S101560,465,1045320,59,53100
S101561,488,911584,2,1384
S101562,485,821590,34,27880
S101563,312,284856,20,15140
S101564,369,227304,40,76400
S101565,266,208278,12,11580
S101566,188,160364,11,18095
S101567,212,324148,0,0
S101568,287,352149,35,57575
S101569,228,418836,20,31520
S101570,406,824586,69,29256
S101571,201,414462,27,50679
S101572,141,169905,0,0
S101573,230,274850,33,42702
S101574,160,90240,9,11484
S101575,431,947769,82,56990
S101576,441,879354,20,37240
S101577,430,339270,70,63350
S101578,261,180090,28,34664
S101579,461,669833,42,39900
S101580,425,676175,71,128439
S101581,448,396928,10,11580
S101582,193,159997,30,23790
S101583,332,507296,63,56448
S101584,91,105560,2,2974
S101585,308,211596,18,12636
S101586,50,93450,0,0
S101587,292,642692,2,2572
S101588,55,32065,2,3214
S101589,20,20780,1,882
S101590,310,350610,23,8809
S101591,313,641337,5,7120
S101592,495,659835,2,1544
S101593,434,1079792,53,34715
S101594,280,248080,54,78246
S101595,314,422958,10,14140
S101596,468,679068,5,9900
S101597,28,64288,4,2336
S101598,212,265424,4,6764
S101599,110,120780,8,15248
S101600,53,42347,0,0
S101601,26,29276,1,1006
S101602,300,239400,26,19734
S101603,108,158220,10,7320
S101604,383,621226,23,37053
S101605,56,26712,5,5280
S101606,277,233788,4,6204
S101607,272,369104,7,2723
S101608,461,613591,6,10986
S101609,350,651350,19,36081
S101610,231,111573,12,9792
S101611,130,89180,17,27302
S101612,140,231560,24,9984
S101613,362,590060,26,34970
S101614,360,154440,63,64638
S101615,183,277977,2,1962
S101616,390,733980,40,57600
S101617,192,316032,16,15152
S101618,73,148993,4,4404
S101619,186,92814,30,19110
S101620,387,482589,11,21593
S101621,342,486324,34,17680
S101622,313,251026,41,48831
S101623,77,124740,8,11208
S101624,112,215040,15,27705
S101625,172,223772,4,3648
S101626,283,118294,33,16500
S101627,25,26375,3,1695
S101628,119,159698,6,3540
S101629,316,654752,10,15150
S101630,379,529463,2,636
S101631,67,38458,7,10885
S101632,4,7952,1,1212
S101633,106,180624,16,5968
S101634,11,8844,2,2544
S101635,135,222615,2,3600
S101636,46,106260,0,0
S101637,238,247996,46,36478
S101638,456,226176,91,128219
S101639,414,665712,51,57630
S101640,223,231920,39,52689
S101641,37,84693,3,3024
S101642,261,397764,12,10368
S101643,324,252720,60,71160
S101644,389,702534,7,5614
S101645,220,102080,10,15280
S101646,41,52562,0,0
S101647,345,308775,19,23807
S101648,33,23694,0,0
S101649,395,582230,33,63756
S101650,487,1006629,40,77240
S101651,69,113505,10,19960
S101652,270,253800,27,27675
S101653,68,83028,4,2948
S101654,29,47995,0,0
S101655,447,580206,16,16192
S101656,375,372375,72,76248
S101657,196,147196,0,0
S101658,188,198152,18,32022
S101659,475,389500,47,41360
S101660,150,338550,19,33478
S101661,360,635760,66,29370
S101662,357,607971,0,0
S101663,83,39840,16,11536
S101664,263,289300,6,2634
S101665,210,251790,17,22321
S101666,7,6188,1,1883
S101667,407,770451,32,17472
S101668,268,368768,43,68800
S101669,347,526052,16,24864
S101670,349,441834,53,103456
S101671,109,85783,15,24855
S101672,208,158080,36,45864
S101673,111,49173,3,2772
S101674,328,225336,12,5940
S101675,465,272025,79,71337
S101676,343,842751,0,0
S101677,169,352534,30,46050
